Chemical name	Distance (lower = more similar)
2-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)hydrazinecarboxamide	39
3,3'-(1,1,2,2,3,3-hexafluoropropane-1,3-diyl)bis[5-(pentafluoroethyl)-1,2,4-oxadiazole]	39
2,5-bis(heptafluoropropyl)-1,3,4-oxadiazole	39
2,5-Bis(1,1,2,2,2-pentafluoroethyl)-1,3,4-oxadiazole	39
1-Aziridinemethanol, alpha,alpha-bis(trifluoromethyl)-	39
Bis(2-hydroxyethyl)ammonium bis(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-pentacosafluorotetradecyl) phosphate	39
Bis(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl) hydrogen phosphate, compound with 2,2'-iminodiethanol (1:1)	39
Crotonophenone, 2'-nitro-4,4,4-trifluoro-3-(trifluoromethyl)-	39
Orthobutyric acid, heptafluoro-, cyclic ester with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol (1:1)	39
alpha,alpha,beta,beta-Tetrafluoro-m-nitrophenetole	39
Carbamic acid, (1-(bis(1-methylethoxy)phosphinyl)-2,2,2-trifluoro-1-(trifluoromethyl)ethyl)-,phenylmethyl ester	39
2,2,5,5-Tetrakis(trifluoromethyl)-3-imidazoline	39
Tetraethyl 4,4'-[2,2,2-trifluoro-1-(trifluoromethyl)ethylidene]bisphthalate	39
4-[Methyl[(tridecafluorohexyl)sulfonyl]amino]butyl methacrylate	39
4-[Methyl[(nonafluorobutyl)sulfonyl]amino]butyl methacrylate	39
4-[Methyl[(pentadecafluoroheptyl)sulfonyl]amino]butyl methacrylate	39
4-[Methyl[(undecafluoropentyl)sulfonyl]amino]butyl methacrylate	39
ZM 189,154	39
4'-Dodecyl-3-(6,6,7,7,8,8,9,9,9-nonafluorononyl)-2,2'-bithiophene	40
3-Benzamido-N-(2,2,3,3,4,4,4-heptafluorobutyl)benzamide	40
3-Benzamido-N-(2,2,3,3,3-pentafluoropropyl)benzamide	40
3-(6,6,7,7,8,8,9,9,9-Nonafluorononyl)-4'-octyl-2,2'-bithiophene	40
N-(3,3,4,4,4-Pentafluorobut-1-en-2-yl)cyclohexanamine	40
N-(3,3,4,4,5,5,5-Heptafluoropent-1-en-2-yl)cyclohexanamine	40
4'-(Heptadecafluorooctyl)-3-octyl-2,2'-bithiophene	40
N~1~-(2-Aminophenyl)-2,2,3,3,4,4-hexafluoropentanediamide	40
N~1~-(2-Aminophenyl)-2,2,3,3-tetrafluorobutanediamide	40
2-(1,1,2,2,3,3-Hexafluoropropyl)-1H-benzimidazole	40
2-(1,1,2,2-Tetrafluoro-2-phenylethyl)aniline--hydrogen chloride (1/1)	40
2-[(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)oxy]acetamide	40
2,4-Difluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)azete	40
4-[4-(Heptadecafluorooctyl)phenoxy]butyl prop-2-enoate	40
2,3,3,4,4,5,5-Heptafluorooxolane-2-carboxamide	40
N-Ethyl-3,3,4,4,4-pentafluorobutanamide	40
2,2'-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)azanediyl]di(ethan-1-ol)	40
3-Amino-2,4,4,5,5,6,6-heptafluorocyclohex-2-en-1-one	40
4-Nitrophenyl heptafluorobutanoate	40
1-[Bis(2-hydroxyethyl)amino]-4,4,5,5,6,6,6-heptafluorohexan-2-ol	40
N,N,N-Triethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9-heptadecafluorodecan-1-aminium chloride	40
Tris(trifluoromethyl)oxaziridine	40
4-(2-Bromo-2,3,3,3-tetrafluoropropanamido)butanoic acid	40
2,2,3,3,4,4,5,5,6,6-Decafluoro-1-[2,3,4,5-tetrafluoro-6-(trifluoromethyl)phenyl]piperidine	40
6-Methyl-2-(undecafluoropentyl)-1,3-benzoxazole	40
Bis(4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononyl) diazene-1,2-dicarboxylate	40
4-[(2,2,3,3,3-Pentafluoropropyl)sulfanyl]benzene-1,2-diamine	40
(E)-(Dimethylamino)-N,N,N-trimethyl(methylimino)methanaminium pentafluoroethan-1-olate	40
1-[4-(4-Chloro-1,1,2,2,3,3,4,4-octafluorobutane-1-sulfonyl)-5-methyl-3-(4-nitrophenyl)-2,3-dihydrofuran-2-yl]ethan-1-one	40
Propan-2-yl 3-{[(1,1,1,3,3,3-hexafluoropropan-2-ylidene)amino]oxy}propanoate	40
2-Chloro-4-(pentafluoroethyl)pyrimidine-5-carboxylic acid	40
4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-N-methylnonan-1-amine	40
2,2,3,3,4,4,5,5,6,6-Decafluoro-1-(pentafluorophenyl)piperidine	40
4-[(Diphenylmethoxy)methyl]-2,2-bis(trifluoromethyl)-1,3-dioxolane	40
(1E)-2,2,3,3-Tetrafluoro-N-(4-methoxyphenyl)propan-1-imine	40
3-(Tridecafluorohexyl)pyridin-4-amine	40
2,2,3,3,5,5,6,6-Octafluoro-4-(nonafluorocyclopentyl)morpholine	40
2,2,3,3-Tetrafluoro-N,N,N-trimethylpropan-1-aminium iodide	40
4-Bromo-2,2,4,5,5-pentafluoro-3-(trifluoromethyl)-1,3-oxazolidine	40
4,4-Dichloro-2,2,5,5-tetrafluoro-3-(trifluoromethyl)-1,3-oxazolidine	40
N-(1,1,1,3,3,3-Hexafluoropropan-2-ylidene)-4-methoxybenzamide	40
1-Bromo-3,3,4,4-tetrafluoropyrrolidine-2,5-dione	40
2,4,4,5,5-Pentafluoro-1-(trifluoromethyl)-4,5-dihydro-1H-imidazole	40
3,3,4,4,4-Pentafluoro-2-hydrazinyl-2-hydroxybutanehydrazide	40
1-(Ethylamino)-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-2-ol	40
2-(2-Chloro-1,1,2,2-tetrafluoroethyl)-3,3-difluorooxaziridine	40
2,6-Diphenyl-4,4-bis(trifluoromethyl)-4H-1,3-thiazine	40
N-Ethyl-N-(2,2,3,3-tetrafluoropropyl)aniline	40
N-Ethyl-N-(2,2,3,3,4,4,5,5-octafluoropentyl)aniline	40
Phenol, 2-amino-4-(heptafluoropropyl)-	40
4H-1,2-Diazepine, 5,6-dihydro-3,7-diphenyl-5,5-bis(trifluoromethyl)-	40
Phenol, 4-(heptafluoropropyl)-2-nitro-	40
AGN-PC-0NGDO2	40
4H-Pyran-4-one, 6-(heptafluoropropyl)-2,3-dihydro-3-hydroxy-3-methyl-	40
Tris(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)tin azide	40
N-cyclohexyl-4,4,4-trifluoro-2-oxo-3-(trifluoromethyl)butanamide	40
6-methyl-2-(1,2,2,2-tetrafluoroethyl)-1H-benzimidazole	40
2-(1,1,2,2-tetrafluoroethyl)-1H-benzimidazole	40
2-(1,1,2,2-tetrafluoroethoxy)aniline	40
4-Chloro-5-methyl-3-(perfluoropentyl)pyrazole	40
4-Chloro-5-methyl-3-(nonafluorobutyl)pyrazole	40
4-chloro-3-(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctyl)-5-methyl-1H-pyrazole	40
4-Chloro-3-(heptafluoropropyl)-5-methylpyrazole	40
4-Chloro-5-methyl-3-(perfluorohexyl)pyrazole	40
2,3,4,5,6-Pentakis(1,1,2,2,2-pentafluoroethyl)-1-azabicyclo[2.2.0]hexa-2,5-diene	40
3,3,3-trifluoro-1-(2-methylaziridin-1-yl)-2-(trifluoromethyl)propan-1-one	40
4,4,4-trifluoro-1-(4-methoxyphenyl)-2-propyl-3-(trifluoromethyl)butane-1,3-diol	40
4-[(4,4,5,5,6,6,6-heptafluoro-2-nitrohexan-3-yl)amino]benzoic acid	40
1,3-bis(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctyl)urea	40
6-fluoro-2-(pentafluoroethyl)-1h-benzimidazole	40
5,5'-(1,1,2,2,3,3-hexafluoropropane-1,3-diyl)bis(2h-tetrazole)	40
Perftoran	40
2-Propanone, hexafluoro-, 2-(2,6-dinitro-4-(trifluoromethyl)phenyl)hydrazone	40
2,2,3,3-Tetrafluoro-1-propanol p-nitrobenzoate	40
Phosphinic acid, dibutyl-, 4-(2,2,3,3,4,4,4-heptafluorobutyl)phenyl ester	40
m-(1,1,2,2-Tetrafluoroethoxy)phenyl isocyanate	40
Fulvestrant, 7beta-	40
Crotonophenone, 4'-chloro-3'-nitro-4,4,4-trifluoro-3-(trifluoromethyl)-	40
2-Propanone, hexafluoro-, 2-(2,4-dinitrophenyl)hydrazone	40
2,2'-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)imino)bisethanol	40
Carbamic acid, (1-(diethoxyphosphinyl)-2,2,2-trifluoro-1-(trifluoromethyl)ethyl)-, phenylmethyl ester	40
Silicon, ((2,2',2''-nitrilotris(ethanolato))(3-)-N,O,O',O'')(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-1-iodooctyl)-, (TB-5-23)-	40
Silicon, ((2,2',2''-nitrilotris(ethanolato))(3-)-N,O,O',O'')(3,3,4,4,5,5,6,6,6-nonafluoro-1-iodohexyl)-, (TB-5-23)-	40
Silicon, (3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluoro-1-iododecyl)((2,2',2''-nitrilotris(ethanolato(3-)-N,O,O',O'')-, (TB-5-23)-	40
Silicon, (3,3,4,4,5,5,5-heptafluoro-1-iodopentyl)((2,2',2''-nitrilotris(ethanolato))(3-)-N,O,O',O'')-, (TB-5-23)-	40
Morpholine, 2,2,3,3,5,5,6,6-octafluoro-4-(undecafluorocyclohexyl)-	40
2-Propanol, 3-(2-benzothiazolyl)-1,1,1-trifluoro-2-trifluoromethyl-	40
4,5-Pentanedione, 2-hydroxy-5-(p-nitrophenyl)-1,1,1-trifluoro-2-(trifluoromethyl)-	40
1-Hexanesulfonamide, N-[3-(dimethylamino)propyl]-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, monoacetate	40
[3-[[(heptadecafluorooctyl)sulphonyl]amino]propyl]trimethylammonium iodide	40
Fulvestrant	40
3-Nitrophenyl heptafluorobutanoate	41
8,8,9,9,9-Pentafluoro-7-(pentafluoroethyl)non-6-en-1-amine	41
2,6-Dibromo-4-(1,1,2,3,3,3-hexafluoropropoxy)aniline	41
3,3-Bis(trifluoromethyl)-4,5-dihydro-3H-pyrazole-4-carbonitrile	41
3-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)sulfanyl]propanamide	41
1-Nitro-3-[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]benzene	41
3-[Chloro(dimethyl)silyl]propyl pentadecafluorooctanoate	41
1-(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)pyridin-1-ium bromide	41
(1S)-2,2,4,4-Tetrafluoro-1,8,8-trimethyl-3-oxabicyclo[3.2.1]octane	41
4-{(E)-[4-(Heptafluoropropyl)phenyl]diazenyl}-N,N-dimethylaniline	41
1,2,2,3,3,4,4a,5,5,6,6,7,7,8-Tetradecafluoro-4-(trifluoromethyl)-1,2,3,4,4a,5,6,7-octahydroquinoline	41
2-(Heptafluoropropyl)-5-methoxy-1H-indole	41
4-[(2,2,3,3-Tetrafluoropropyl)sulfanyl]benzene-1,2-diamine	41
3-Amino-3-[3-(1,1,2,2-tetrafluoroethoxy)phenyl]propanoic acid	41
3-Amino-3-[4-(1,1,2,2-tetrafluoroethoxy)phenyl]propanoic acid	41
3-Chloro-4-(1,1,2,3,3,3-hexafluoropropoxy)aniline	41
4-Cyclopropyl-2-(pentafluoroethyl)pyrimidine-5-carboxylic acid	41
2,2,3,3,3-Pentafluoro-1-(pyrrolidin-2-yl)propan-1-one	41
[3-(1,1,2,2-Tetrafluoroethoxy)phenyl]hydrazine	41
1-(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)pyridin-1-ium iodide	41
5-Ethyl-3-(1,1,2,2-tetrafluoroethyl)-1H-pyrazole	41
(E)-1-(4-Methoxyphenyl)-N-[4-(nonafluorobutyl)phenyl]methanimine	41
N-(2-Azido-1,1,1,3,3,3-hexafluoropropan-2-yl)benzamide	41
(1R)-1-(4-Ethoxyphenyl)-2,2,3,3-tetrafluorocyclobutane-1-carboxylic acid	41
1-(4-Ethoxyphenyl)-2,2,3,3-tetrafluorocyclobutane-1-carboxylic acid	41
4,4-Bis(trifluoromethyl)-3-(trimethylsilyl)oxetan-2-one	41
2-[(tert-Butylamino)methyl]-1,1,1,3,3,3-hexafluoropropan-2-ol	41
1,10-Phenanthroline, 5,5,6,6-tetrafluoro-5,6-dihydro-	41
AGN-PC-0NHPSY	41
CTK0E6263	41
1,2-Bis[2-methylbenzo[b]thiophen-3-yl]-3,3,4,4,5,5-hexafluoro-1-cyclopentene	41
1,2-Bis(2,4-dimethyl-5-phenyl-3-thienyl)-3,3,4,4,5,5-hexafluoro-1-cyclopentene	41
3,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)aniline	41
2,5-Dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)aniline	41
3,5-Dichloro-4-(1,1,2,2-tetrafluoroethoxy)aniline	41
Butanoic acid, 3,3,4,4-tetrafluoro-2-hydrazino-2-hydroxy-, hydrazide	41
Butanamide, 2,2,3,3,4,4,4-heptafluoro-N-(2-hydroxyethyl)-	41
2-chloro-N-(2-ethylphenyl)-2,3,3,3-tetrafluoropropanamide	41
4-Chloro-3-(heptafluoropropyl)-5-phenylpyrazole	41
1-Phenyl-2,2-bis(trifluoromethyl)aziridine	41
NSC312848	41
N-[(4-Chlorophenyl)carbamoyl]-2,2,3,3,3-pentafluoropropanamide	41
4,4,4-trifluoro-1-(4-nitrophenyl)-3-(trifluoromethyl)butane-1,3-diol	41
1,1',1'',1'''-[(5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-pentadecafluoroundecane-1,3-diyl)diphosphoryl]tetraaziridine	41
3,5-bis(pentadecafluoroheptyl)-1,2,4-oxadiazole	41
3,5-bis(pentafluoroethyl)-1,2,4-oxadiazole	41
3,5-bis(heptafluoropropyl)-1,2,4-oxadiazole	41
Butan-2-one O,O',O''-((3-(1,1,2,2-tetrafluoroethoxy)propyl)silylidyne)trioxime	41
EINECS 304-110-2	41
Benzimidazole, 5(or 6)-chloro-2-(heptafluoropropyl)-	41
Benzimidazole, 5(or 6)-chloro-2-pentafluoroethyl-	41
2-Perfluoroheptyl-5-phenyl-1,3,4-oxadiazole	41
2-Perfluoropropyl-5-phenyl-1,3,4-oxadiazole	41
N-Heptafluorobutyrylproline	41
Crotonophenone, 4,4,4-trifluoro-3-(trifluoromethyl)-3',4',5'-trimethoxy-	41
Orthopropionic acid, pentafluoro-, cyclic ester with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol (1:1)	41
alpha,alpha,beta,beta-Tetrafluoro-2-methyl-4-nitrophenetole	41
4-Perfluoro-tert-butyl-phenyliodoacetamide	41
Silicon, ((2,2',2''-nitrilotris(ethanolato))(3-)-N,O,O',O'')(3,3,4,4,5,5,6,6-octafluoro-1-iodohexyl)-, (TB-5-23)-	41
Silicon, (3,3,4,4,5,5,6,6,7,7,8,8-dodecafluoro-1-iodooctyl)((2,2'2,''-nitrilotris(ethanolato))(3-)-N,O,O',O'')-, (TB-5-23)-	41
Propanamide, N-(2-((ethylsulfonyl)amino)-5-(trifluoromethyl)-3-pyridinyl)-2,2,3,3,3-pentafluoro-	41
Silicon, (3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-hexadecafluoro-1-iododecyl)((2,2',2''-nitrilotris(ethanolato))(3-)-N,O,O',O'')-, (TB-5-23)-	41
Cyclohexanecarboxamide, 1,2,2,3,3,4,4,5,5,6,6-undecafluoro-N-(2,3,4,5-tetrachlorophenyl)-	41
Butanamide, N-(2-bromo-4-nitrophenyl)-2,2,3,3,4,4,4-heptafluoro-	41
Benzenamine, 4,4'-[[2,2,2-trifluoro-1-(trifluoromethyl)ethylidene]bis(4,1-phenyleneoxy)]bis-	41
1-Propanesulfonic acid, 3-[[3-(dimethylamino)propyl][(tridecafluorohexyl)sulfonyl]amino]-2-hydroxy-, monosodium salt	41
1-Propanesulfonic acid, 3-[[3-(dimethylamino)propyl][(heptadecafluorooctyl)sulfonyl]amino]-2-hydroxy-, monosodium salt	41
(2,5-Dimethoxy-4-methylphenyl)methyl heptafluorobutanoate	42
3-Chloro-4-[4-(1,1,2,3,3,3-hexafluoropropoxy)phenoxy]aniline	42
1-Methyl-3-(1,1,2,2-tetrafluoroethyl)-1,3-dihydro-2H-imidazole-2-thione	42
N,N'-Bis[2-(1,1,2,2-tetrafluoro-2-phenylethyl)phenyl]urea	42
2-Hydroxyethyl 4-[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluoronon-1-en-1-yl)oxy]benzoate	42
1,1',1''-(1,3,5-Triazinane-1,3,5-triyl)tris(2,3,3,3-tetrafluoropropan-1-one)	42
4-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)oxy]aniline	42
3-[(2,2,3,3,4,4,5,5,6,6,7,7,8,8-Tetradecafluorooctyl)amino]phenol	42
3-[3,3,3-Trifluoro-2-hydroxy-2-(trifluoromethyl)propyl]bicyclo[2.2.1]heptan-2-yl 2-methylprop-2-enoate	42
4,4-Difluoro-L-proline--trifluoroacetic acid (1/1)	42
3-Methyl-3-(2,2,3,3,3-pentafluoropropoxy)oxetane	42
2,3,3,3-Tetrafluoro-1-(pyrrolidin-1-yl)propan-1-one	42
2,2,3,3,3-Pentafluoro-1-(pyrrolidin-1-yl)propan-1-one	42
2-(Pentafluoroethyl)-4-(propan-2-yl)pyrimidine-5-carboxylic acid	42
1-(4-Methylphenyl)-2,2-bis(trifluoromethyl)aziridine	42
2,2,3,3,4,4,4-Heptafluoro-1-(10H-phenothiazin-10-yl)butan-1-one	42
2,2,3,3,3-Pentafluoro-1-(10H-phenothiazin-10-yl)propan-1-one	42
2-(4-Amino-3-methoxyphenyl)-1,1,1,3,3,3-hexafluoropropan-2-ol	42
1,4-Dichloro-2-(1,1,2,3,3,3-hexafluoropropoxy)-5-nitrobenzene	42
N-Butyl-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-amine	42
4,4'-{Oxybis[(4,1-phenylene)(1,1,1,3,3,3-hexafluoropropane-2,2-diyl)]}dianiline	42
4,4'-(1,1,1,3,3,3-Hexafluoropropane-2,2-diyl)bis(2-nitrobenzoic acid)	42
2,2,3,3-Tetrafluoro-2,3-dihydro-1-benzofuran-5-amine	42
1-(4-Ethoxyphenyl)-2,2,3,3-tetrafluorocyclobutane-1-carbonyl chloride	42
5-Chloro-3-(heptafluoropropyl)-5-(trifluoromethyl)-5H-1,4,2-dioxazole	42
1-[1,1,1,2,3,5,5,5-Octafluoro-4-(trifluoromethyl)pent-3-en-2-yl]pyrrolidine	42
6-Azido-2,2,3,3,4,4,5,5-octafluoro-2,3,4,5-tetrahydropyridine	42
3,3,4,4,5,5,5-Heptafluoro-1-(pyrrolidin-1-yl)-2-(trifluoromethyl)pentan-1-one	42
3-[(Triethylsilyl)oxy]-4,4-bis(trifluoromethyl)cyclobut-2-en-1-one	42
6-(4-Chlorophenyl)-2-phenyl-4,4-bis(trifluoromethyl)-4H-1,3-thiazine	42
2-{1,2,2,2-Tetrafluoro-1-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]ethyl}-1H-benzimidazole	42
1-(2,2,3,3-Tetrafluoropropyl)piperidine	42
6H-1,3,5-Oxathiazine, 4-phenyl-2,2,6,6-tetrakis(trifluoromethyl)-	42
5-Pentafluoroethyl-[1,3,4]thiadiazol-2-ylamine	42
AC1MELTU	42
2,2,3,3-tetrafluoropropyl 2-(2,4-dichlorophenoxy)acetate	42
ST50977988	42
2,2-Bis[4-(4-nitrophenoxy)phenyl]hexafluoropropane	42
AG-389/15452784	42
2-(2-amino-5-tert-butylphenyl)-1,1,1,3,3,3-hexafluoropropan-2-ol	42
N,N'-bis(2-aminophenyl)-2,2,3,3,4,4-hexafluoropentanediamide	42
2,2,3,3,4,4,4-heptafluoro-1-pyrrolidin-1-ylbutan-1-one	42
Tecarfarin	42
Butanamide, N-(4'-(acetylamino)-3,3'-dichloro(1,1'-biphenyl)-4-yl)-2,2,3,3,4,4,4-heptafluoro-	42
1-(2,2,3,3,3-Pentafluoro-1-oxopropyl)-1H-imidazole	42
1,3-Bis(2-phenyl-1,3,4-oxadiazol-5-yl)perfluoropropane	42
1-(Heptafluorobutyryl)imidazole	42
alpha,alpha,beta,beta-Tetrafluoro-o-nitrophenetole	42
2-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)amino)ethanol	42
Methanesulfonic acid, 2-(3-((2,2,3,3,3-pentafluoro-1-oxopropyl)amino)-5-(trifluoromethyl)-2-pyridinyl)hydrazide	42
4-Heptanone, 2,6-bis(trifluoromethyl)-2,6-dihydroxy-1,1,1,7,7,7-hexafluoro-, dimethyl hydrazone	42
2-Indoleethanol, alpha,alpha-bis(trifluoromethyl)-	42
EINECS 309-981-2	42
4-Heptanone, 2,6-bis(trifluoromethyl)-2,6-dihydroxy-1,1,1,7,7,7-hexafluoro-, phenylhydrazone	42
1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-N-(morpholin-4-ylmethyl)octane-1-sulfonamide	42
Propanamide, N-(2,5-dichloro-4-nitrophenyl)-2,3,3,3-tetrafluoro-2-(trifluoromethyl)-	42
Propanamide, N-(2-bromo-4-nitrophenyl)-2,3,3,3-tetrafluoro-2-(trifluoromethyl)-	42
1-Propanaminium, N-(2-carboxyethyl)-N,N-dimethyl-3-[methyl[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)sulfonyl]amino]-, inner salt	42
1-Hexanesulfonamide, N-[3-(dimethylamino)propyl]-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-[2-[2-(2-hydroxyethoxy)ethoxy]ethyl]-	42
1-Propanaminium, 3-[(carboxymethyl)[(heptadecafluorooctyl)sulfonyl]amino]-N,N,N-trimethyl-, inner salt	42
1-Propanaminium, 3-[(carboxymethyl)[(tridecafluorohexyl)sulfonyl]amino]-N,N,N-trimethyl-, inner salt	42
Flubendiamide	42
Acrinathrin	42
3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl beta-D-glucopyranosiduronic acid	43
2-Methyl-4-(2,2,2-trifluoroacetamido)butyl trifluoroacetate	43
1-Phenyl-3,3-bis(trifluoromethyl)aziridine-2-carbonitrile	43
3-Methoxy-3-pentyl-5,5-bis(trifluoromethyl)-1,2-dithiolane	43
2,3,3,4,4,4-Hexafluoro-1-(piperidin-1-yl)butan-1-one	43
1,1,2,2,3,3,4,4,4-Nonafluoro-N-[1-(morpholin-4-yl)ethylidene]butane-1-sulfonamide	43
1,1'-(Octane-2,2-diyl)bis[4-(1,1,2,2-tetrafluoroethoxy)benzene]	43
1-Nitro-4-[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)oxy]benzene	43
1,3,3,4,4,5,5,6,6,7,7-Undecafluoro-2-(3-methoxypropyl)cyclohept-1-ene	43
N-{4-[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-yl)oxy]phenyl}acetamide	43
4-[(2,2,3,3-Tetrafluoropropoxy)methyl]-1,3-dioxolan-2-one	43
(1Z)-2,2,3,3,4,4,4-Heptafluoro-N-(4-methoxy-2-methylphenyl)butanimidoyl chloride	43
2,2-Bis(trifluoromethyl)-1,2-dihydropyrimidine--hydrogen chloride (1/1)	43
2,3,3,5,5-Pentakis(trifluoromethyl)-1,4,2-dioxazolidine	43
2,4,6,6,7,7-Hexafluoro-1,5-dimethoxy-8-oxabicyclo[3.2.1]octan-3-one	43
2-Nitro-4-[(2,2,3,3-tetrafluoropropyl)sulfanyl]aniline	43
1,3-Dichloro-5-isocyanato-2-(1,1,2,2-tetrafluoroethoxy)benzene	43
[6-(2,2,3,3-Tetrafluoropropoxy)pyridin-3-yl]methanol	43
5-Bromo-2-(2,2,3,3,3-pentafluoropropoxy)pyridine	43
1-Methyl-3-(pentafluoroethyl)-5-phenyl-4-(trifluoromethyl)-1H-pyrazole	43
3-{3-[3-(1,1,2,2-Tetrafluoroethoxy)phenyl]propyl}aniline	43
5-(Pentafluoroethyl)-1,2-oxazol-3-amine	43
N~1~,N~1~,N~2~-Trimethyl-N~2~-(2,2,3,3-tetrafluoropropyl)ethane-1,2-diamine	43
1-(2-Bromo-1,1,2,2-tetrafluoroethoxy)-2-chloro-4-nitrobenzene	43
1-(1,1,2,3,3,3-Hexafluoropropyl)-2-(trifluoromethyl)-1H-benzimidazole	43
N,N-Dimethyl-3,3-bis(trifluoromethyl)-3H-1,2,4-diselenazol-5-amine	43
2,2-Bis(trifluoromethyl)-1,3-oxazol-5(2H)-one	43
1H-Benzimidazole, 5,6-dimethyl-2-(pentafluoroethyl)-	43
methyl-(7,7,8,8,9,9,10,10,10-nonafluorodecyl)amine	43
1,1,1,3,3,3-Hexafluoro-2-(4-(propylamino)phenyl)propan-2-ol	43
2-Iodo-N-(4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononyl)acetamide	43
N-(4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Heptadecafluoroundecyl)iodoacetamide	43
1,2,4-Oxadiazole, 5-(pentadecafluoroheptyl)-3-phenyl-	43
MLS003106944	43
AC1NSAJD	43
AC1NQMY9	43
4-Methyl-2,2-bis(trifluoromethyl)-2H-pyrido[1,2-a][1,3,5]triazine	43
6-chloro-N-[3-[(6-chloro-2,2,3,3,4,4,5,5,6,6-decafluorohexanoyl)amino]-2,2-dimethylpropyl]-2,2,3,3,4,4,5,5,6,6-decafluorohexanamide	43
2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoro-N-pyridin-2-ylheptanamide	43
2-Chloro-N-[4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl]-N-methylacetamide	43
2,2,3,3,4,4,4-heptafluoro-N-heptan-2-ylbutanamide	43
AC1MCPYN	43
2,2,4,4,6,6-Hexakis[(2,2,3,3,4,4,5,5-octafluoropentyl)oxy]-1,3,5,2lambda~5~,4lambda~5~,6lambda~5~-triazatriphosphinine	43
2,2,4,4,6,6-Hexakis(2,2,3,3,3-pentafluoropropoxy)-1,3,5,2lambda~5~,4lambda~5~,6lambda~5~-triazatriphosphinine	43
2,2,4,4-Tetrafluoro-2H,4H-1,3-benzodioxin-6-amine	43
3-(iodomethyl)-4-(2,2,3,3,4,4,5,5,5-nonafluoropentyl)pyrrolidine-1-carbonitrile	43
4-Hexyl-2,2-bis(trifluoromethyl)-1,3-dioxolane	43
1-[aziridin-1-yl(3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-pentadecafluorononyl)phosphoryl]aziridine	43
2,2'-(1,1,2,2,3,3-Hexafluoropropane-1,3-diyl)bis(1H-benzimidazole)	43
2-(1,1,1,3,3,3-hexafluoropropan-2-ylidene)-7-nitro-3,4-dihydronaphthalen-1(2h)-one	43
2-Propanol, 2-(1-adamantylamino)-1,1,1,3,3,3-hexafluoro-, sesquihydrate	43
Benzimidazole, 2-pentafluoroethyl-4,5,6,7-tetrachloro-	43
1-Undecanamine, N,N-dimethyl-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoro-, N-oxide	43
